Date,Close,Volume,SMA,EMA,RSI,MACD,BB_UP,BB_DOWN
2000-02-08,0.8642509579658508,408643200.0,0.8104783892631531,0.8057354014548271,59.38918171612518,0.005941465933891332,0.897008150119215,0.6797553129011097
2000-02-09,0.8473226428031921,299364800.0,0.8100081426756722,0.8112803669679425,56.49573298658438,0.008636804416047417,0.8989587440464307,0.6927574441459369
2000-02-10,0.8539060950279236,302982400.0,0.8111836697374072,0.8169637973759399,57.36567926316267,0.011175287399583733,0.8894025504652058,0.7221095859941448
2000-02-11,0.8181697130203247,212251200.0,0.8125271115984235,0.8171245861285246,51.36167077477405,0.01018600812511472,0.8859892066840845,0.7345510367031377
2000-02-14,0.8713034391403198,367539200.0,0.8144415446690151,0.824348433196764,58.34277149698238,0.013533439744432108,0.8918660750340239,0.7402413854647858
2000-02-15,0.8952845335006714,485744000.0,0.8191772529057094,0.8338065799039517,61.059406141101874,0.017914865893789322,0.9032192661094001,0.740220354623861
2000-02-16,0.858607828617096,378246400.0,0.8213939581598554,0.8371134130657043,55.13710092323954,0.01821767213526504,0.9070380697419874,0.7420911004373797
2000-02-17,0.8642509579658508,289497600.0,0.8285143460546222,0.8407317523857238,55.84670436397307,0.01869746885785739,0.908410228593984,0.7417534278791759
2000-02-18,0.8369784951210022,233441600.0,0.8325447695595878,0.840231318083761,51.59896008043183,0.016684720321178403,0.9083730112560059,0.7417436231128905
2000-02-22,0.8562567830085754,422296000.0,0.8398330679961613,0.8423680467404029,54.24806446931893,0.016455510440781307,0.9113990163852168,0.7444071435879278
2000-02-23,0.8745948672294617,473099200.0,0.8492037355899811,0.8466649561389441,56.67709055747414,0.017551269982982176,0.915101623195686,0.7437138858852009
2000-02-24,0.8667189478874207,376432000.0,0.8555935748985836,0.8493388217054076,55.31869389602482,0.01758147811003674,0.9185159680869305,0.7440729739640034
2000-02-25,0.8303952813148499,249144000.0,0.8568698593548366,0.84681301632,49.43407219728837,0.014507172293705906,0.9186416335210372,0.7442294411554764
2000-02-28,0.8520251512527466,328328000.0,0.8564332638468061,0.8475079676443662,52.66326406643784,0.013658663944974614,0.9177772817800175,0.7538397552778592
2000-02-29,0.8623702526092529,368961600.0,0.8562989277499062,0.8494896056396845,54.1707193420684,0.013663474162356803,0.9185276286870419,0.7612711770266116
2000-03-01,0.9803928136825562,1077003200.0,0.8658039399555751,0.8669433667120674,67.0590616440662,0.022926438900770396,0.9414873998139894,0.7609286267782651
2000-03-02,0.9178548455238342,311259200.0,0.8703717078481402,0.8737315638869697,57.78568860891827,0.02493369371278309,0.939993745372997,0.7798672136800426
2000-03-03,0.9629947543144226,323366400.0,0.8807163536548615,0.8856333226106301,61.883013568678685,0.02982308899651198,0.9518171810234125,0.7866171337043707
2000-03-06,0.9455973505973816,210560000.0,0.8860230616160801,0.893628526342197,59.486565389231885,0.03192612045794285,0.9605448962640205,0.7911964236307701
2000-03-07,0.924437403678894,273011200.0,0.8881054094859532,0.8977363766537566,56.61484768005557,0.031521991273738004,0.9659878570248046,0.7923834544013582
2000-03-08,0.9178548455238342,271230400.0,0.8923373392650059,0.900418839169767,55.7137945404332,0.030321036518487277,0.9699586454474193,0.7937730547345417
2000-03-09,0.9197359085083008,276718400.0,0.8963005500180381,0.9029944484149048,55.92964843668734,0.0291846349794479,0.9735551537323323,0.7974178730201397
2000-03-10,0.9460676312446594,248606400.0,0.9040926311697278,0.9087375394588721,58.94616538349012,0.03006223974715283,0.9806798965585798,0.7995092838155656
2000-03-13,0.9126823544502258,303956800.0,0.9081230291298458,0.9092635147910527,53.90799527076635,0.02774401923970582,0.979577376318331,0.8100630681988047
2000-03-14,0.8595480918884277,428579200.0,0.907048259462629,0.9026347917373694,47.01984211299422,0.021372947820226917,0.9797930188313739,0.8086718909605726
2000-03-15,0.8745948672294617,443609600.0,0.9076108251299176,0.898896135136315,49.006917489748794,0.017338113854162396,0.9791818949287776,0.8072140482360479
2000-03-16,0.9145630598068237,378100800.0,0.9136228093079158,0.9009850584257162,53.947827788993244,0.017167679654965018,0.9809305493008438,0.8110609169829543
2000-03-17,0.9404244422912598,305043200.0,0.9199370443820953,0.906243642941122,56.86050697497512,0.018901521780791408,0.9855315027711784,0.8140773119451608
2000-03-20,0.9253782033920288,204489600.0,0.9244376122951508,0.9087949176679097,54.69312157983869,0.018844273371391496,0.9855409013216883,0.8229078842217534
2000-03-21,1.0151886940002441,524328000.0,0.9269230323178428,0.922980754512221,63.60964420352394,0.02574904069606243,1.0036161519528015,0.8207258246898071
2000-03-22,1.0847793817520142,567996800.0,0.9388462134769985,0.9445539048108601,68.74285831385859,0.03641671621899634,1.0392854505140026,0.8060749775808613
2000-03-23,1.0631506443023682,562564800.0,0.9460002056189946,0.9603668034097279,65.64358353093228,0.042634206974952904,1.0610746682886576,0.803928929447701
2000-03-24,1.0434008836746216,446913600.0,0.9529861722673688,0.9714380141117137,62.85681917226962,0.0454441210274068,1.0714168134280888,0.814887344544247
2000-03-27,1.0499848127365112,279182400.0,0.961953844342913,0.98191092059502,63.41442314989319,0.04765295263438152,1.0822080468471926,0.8238920772735195
2000-03-28,1.0466928482055664,202966400.0,0.9711565588201795,0.9905485109430929,62.90592077936423,0.048577858259777784,1.0905286787672266,0.8340037049131169
2000-03-29,1.022712230682373,239836800.0,0.9785120104040418,0.9948370069083303,59.18293535790714,0.046835921858909946,1.0951429597993119,0.8336213655810134
2000-03-30,0.9460676312446594,414400000.0,0.9785120104040418,0.9883344234865076,49.167232043993494,0.038823315072783915,1.0951162438253645,0.8364693601270432
2000-03-31,1.0217721462249756,404633600.0,0.9863041383879525,0.9927927865183034,56.92194825800048,0.03814230736045643,1.1003188152297507,0.8371445279137125
2000-04-03,1.0029630661010742,328563200.0,0.9965480651174273,0.9941488237960062,54.68962267619679,0.03567364470005441,1.1035453492172633,0.839654565476569
2000-04-04,0.9578227400779724,660329600.0,1.0024929131780351,0.9893053459669351,49.65651906955691,0.02973203233806687,1.1036208320525882,0.842917616281152
2000-04-05,0.980863094329834,457665600.0,1.0072286299296789,0.9881797124153217,52.080623079749515,0.026576073335654593,1.1042837206376266,0.8485555525767136
2000-04-06,0.9418359994888306,259627200.0,1.007329455443791,0.9820005506917896,47.87546105836043,0.020687322126098695,1.1037820624420895,0.8512672198703036
2000-04-07,0.9912078976631165,242435200.0,1.0120315764631544,0.9832281969546331,53.041086219928985,0.019776374199454105,1.1053208818144424,0.8542424271397963
2000-04-10,0.9404244422912598,212262400.0,1.0066912727696555,0.9775210296661834,47.7944033672768,0.014786194920146212,1.1043017608770123,0.8580357568613298
2000-04-11,0.8985758423805237,541822400.0,0.9933910199574062,0.9669950046947621,43.937399115508626,0.0073696568033631005,1.099535373807677,0.8667049189798751
2000-04-12,0.8219309449195862,941136000.0,0.9761610414300647,0.947653130058072,37.90420302721883,-0.004639128775654089,1.1084151128443824,0.8525587877121819
2000-04-13,0.8562567830085754,529827200.0,0.9627936056682042,0.9354669504514724,41.76119001233995,-0.011256610407094025,1.1137665467081415,0.8413767261685982
2000-04-14,0.8416803479194641,667620800.0,0.9479147153241294,0.9229620701138713,40.60771193646945,-0.01747575909516441,1.120515651873399,0.8247532115661609
2000-04-17,0.9319612383842468,409561600.0,0.9397196003368923,0.9241619592165881,49.847432626520586,-0.0149472631402493,1.1204513911644511,0.8254757757743305
2000-04-18,0.9545316100120544,390924800.0,0.9348495560032981,0.9282112459893169,51.86361501845656,-0.010995423123892456,1.1163111109389516,0.823550347601011
2000-04-19,0.9112717509269714,520150400.0,0.9323641359806061,0.9259526466476709,47.889773825236595,-0.011224877133546696,1.099733864873699,0.8227768305837595
2000-04-20,0.89434415102005,722120000.0,0.9232621363231114,0.9217381805639882,46.391867861401465,-0.012627079815924258,1.0858948289900747,0.8197352171391519
2000-04-24,0.9065696001052856,443620800.0,0.9163768887519836,0.9197157031694945,47.66504186975969,-0.0126065238159343,1.0736824051036002,0.818264512668693
2000-04-25,0.965346097946167,391641600.0,0.9169142714568547,0.9257997558063842,53.39572519742555,-0.007758031124180276,1.0606924596979304,0.8227905865953282
2000-04-26,0.9126823544502258,366912000.0,0.9120442186083112,0.9240507689588965,48.29311435510684,-0.008072040249984425,1.0442914818115965,0.8257905151061282
2000-04-27,0.953590452671051,326603200.0,0.9128838224070412,0.9279893934538505,52.12062720552038,-0.004962745658568801,1.0336606528533996,0.8295091662631928
2000-04-28,0.9333717823028564,249580800.0,0.9087526713098798,0.9287070453003846,50.144917281439376,-0.004083018521918835,1.0328153921601473,0.8290848420622648
2000-05-01,0.9352526068687439,226195200.0,0.9083832544939858,0.9295797868428326,50.33352404996078,-0.003197206201373981,1.0196598969417705,0.8335883833450185
2000-05-02,0.8868202567100525,236432000.0,0.9075435698032379,0.923878516158462,45.55438208558436,-0.006330307601624674,1.008407547253561,0.8332264520941257
2000-05-03,0.8656612634658813,489798400.0,0.9106671639851162,0.9161162157994512,43.60639137558447,-0.010400773315297873,1.0052129298563082,0.8272049218301695
2000-05-04,0.832746148109436,399515200.0,0.9089878329208919,0.9050002067741159,40.691355253082406,-0.01609706450612225,0.9996848764108467,0.8179212806535913
2000-05-05,0.85108482837677,284076800.0,0.9096595815249852,0.8978114896544698,42.978480556803405,-0.018913613714005018,0.9971374099212373,0.8113936300319944
2000-05-08,0.8285142183303833,184900800.0,0.9022705086639949,0.8885718534779249,40.888542149587515,-0.022705276559049525,0.9855531606364446,0.8067085113835138
2000-05-09,0.793248176574707,327140800.0,0.8907502634184701,0.8758620298908292,37.79592926850006,-0.028230448483009596,0.9862621618188974,0.7912818836294058
